prox-id,from,to,position,floor,zone,type
iarlotti001,2016/6/1 16:07,2016/6/1 16:08,out_office,1,1,fixed-prox
korilla001,2016/6/1 16:07,2016/6/1 16:22,out_office,2,1,fixed-prox
csolos001,2016/6/1 16:07,2016/6/1 16:07,out_office,3,1,fixed-prox
csolos001,2016/6/1 16:07,2016/6/1 16:08,out_office,3,4,fixed-prox
apinckney001,2016/6/1 16:07,2016/6/1 17:03,out_office,2,7,fixed-prox
sflorez001,2016/6/1 16:07,2016/6/1 16:52,in_office,2,7,fixed-prox
ncalixto001,2016/6/1 16:07,2016/6/1 16:55,in_office,2,7,fixed-prox
csolos001,2016/6/1 16:08,2016/6/1 16:08,out_office,2,4,fixed-prox
csolos001,2016/6/1 16:08,2016/6/1 16:08,out_office,2,1,fixed-prox
csolos001,2016/6/1 16:08,2016/6/1 17:18,in_office,2,7,fixed-prox
iarlotti001,2016/6/1 16:08,2016/6/1 16:09,out_office,1,4,fixed-prox
vfrente001,2016/6/1 16:09,2016/6/1 17:09,in_office,2,2,fixed-prox
ahafon001,2016/6/1 16:09,2016/6/1 17:03,in_office,2,6,fixed-prox
cshipp001,2016/6/1 16:09,2016/6/1 16:54,in_office,2,6,fixed-prox
lbennett001,2016/6/1 16:09,2016/6/1 17:15,in_office,2,6,fixed-prox
iarlotti001,2016/6/1 16:09,2016/6/1 16:09,out_office,2,4,fixed-prox
acalzas001,2016/6/1 16:09,2016/6/1 16:18,out_office,2,1,fixed-prox
iarlotti001,2016/6/1 16:09,2016/6/1 16:09,out_office,2,1,fixed-prox
gcazar001,2016/6/1 16:09,2016/6/1 16:55,in_office,2,7,fixed-prox
lbergen001,2016/6/1 16:09,2016/6/1 16:20,out_office,2,1,fixed-prox
iarlotti001,2016/6/1 16:09,2016/6/1 17:35,in_office,2,7,fixed-prox
morlunv001,2016/6/1 16:10,2016/6/1 16:11,out_office,1,1,fixed-prox
fadair001,2016/6/1 16:10,2016/6/1 16:10,out_office,2,7,fixed-prox
pratigan001,2016/6/1 16:10,2016/6/1 16:10,out_office,2,1,fixed-prox
pbeebe001,2016/6/1 16:10,2016/6/1 16:10,out_office,2,1,fixed-prox
fadair001,2016/6/1 16:10,2016/6/1 16:10,out_office,2,1,fixed-prox
pratigan001,2016/6/1 16:10,2016/6/1 16:11,out_office,2,4,fixed-prox
pbeebe001,2016/6/1 16:10,2016/6/1 16:11,out_office,2,4,fixed-prox
bhawelon001,2016/6/1 16:10,2016/6/1 17:01,in_office,2,7,fixed-prox
fadair001,2016/6/1 16:10,2016/6/1 16:11,out_office,2,4,fixed-prox
monda001,2016/6/1 16:11,2016/6/1 17:18,in_office,2,2,fixed-prox
btempestad001,2016/6/1 16:11,2016/6/1 17:19,in_office,2,2,fixed-prox
fadair001,2016/6/1 16:11,2016/6/1 16:11,out_office,3,4,fixed-prox
pbeebe001,2016/6/1 16:11,2016/6/1 16:11,out_office,3,4,fixed-prox
pratigan001,2016/6/1 16:11,2016/6/1 16:11,out_office,3,4,fixed-prox
pbeebe001,2016/6/1 16:11,2016/6/1 16:11,out_office,3,1,fixed-prox
fadair001,2016/6/1 16:11,2016/6/1 16:15,in_office,3,1,fixed-prox
pratigan001,2016/6/1 16:11,2016/6/1 16:11,out_office,3,1,fixed-prox
pratigan001,2016/6/1 16:11,2016/6/1 17:10,in_office,3,3,fixed-prox
pbeebe001,2016/6/1 16:11,2016/6/1 17:03,in_office,3,3,fixed-prox
ssinagra001,2016/6/1 16:11,2016/6/1 16:41,in_office,2,7,fixed-prox
morlunv001,2016/6/1 16:11,2016/6/1 16:12,out_office,1,4,fixed-prox
thagan001,2016/6/1 16:12,2016/6/1 16:58,in_office,2,2,fixed-prox
hmies001,2016/6/1 16:12,2016/6/1 17:14,in_office,2,6,fixed-prox
morlunv001,2016/6/1 16:12,2016/6/1 16:12,out_office,2,4,fixed-prox
avico001,2016/6/1 16:12,2016/6/1 16:22,out_office,2,1,fixed-prox
morlunv001,2016/6/1 16:12,2016/6/1 16:12,out_office,2,1,fixed-prox
morlunv001,2016/6/1 16:12,2016/6/1 17:35,out_office,2,6,fixed-prox
malinai001,2016/6/1 16:13,2016/6/1 16:22,out_office,2,1,fixed-prox
nbasham001,2016/6/1 16:13,2016/6/1 16:24,out_office,2,1,fixed-prox
tbattles001,2016/6/1 16:13,2016/6/1 16:25,out_office,2,1,fixed-prox
tcarrara001,2016/6/1 16:14,2016/6/1 17:05,in_office,2,2,fixed-prox
yfinney001,2016/6/1 16:14,2016/6/1 16:21,out_office,2,1,fixed-prox
sbagni001,2016/6/1 16:15,2016/6/1 16:16,out_office,1,1,fixed-prox
rfaralso001,2016/6/1 16:15,2016/6/1 16:15,out_office,2,6,fixed-prox
fadair001,2016/6/1 16:15,2016/6/1 16:15,out_office,3,4,fixed-prox
rfaralso001,2016/6/1 16:15,2016/6/1 16:23,out_office,2,1,fixed-prox
fadair001,2016/6/1 16:15,2016/6/1 16:16,out_office,2,4,fixed-prox
dcoginian001,2016/6/1 16:16,2016/6/1 16:17,out_office,1,1,fixed-prox
fadair001,2016/6/1 16:16,2016/6/1 16:16,out_office,1,4,fixed-prox
fadair001,2016/6/1 16:16,2016/6/2 8:00,out_office,1,1,fixed-prox
sbagni001,2016/6/1 16:16,2016/6/1 16:17,out_office,1,4,fixed-prox
amorlun001,2016/6/1 16:17,2016/6/1 16:18,out_office,1,1,fixed-prox
dcoginian001,2016/6/1 16:17,2016/6/1 16:17,out_office,1,4,fixed-prox
sbagni001,2016/6/1 16:17,2016/6/1 16:17,out_office,2,4,fixed-prox
sbagni001,2016/6/1 16:17,2016/6/1 16:17,in_office,2,1,fixed-prox
mcassano001,2016/6/1 16:17,2016/6/1 16:54,in_office,2,7,fixed-prox
sbagni001,2016/6/1 16:17,2016/6/1 17:28,out_office,2,7,fixed-prox
dcoginian001,2016/6/1 16:17,2016/6/1 16:17,out_office,2,4,fixed-prox
dcoginian001,2016/6/1 16:17,2016/6/1 16:18,out_office,2,1,fixed-prox
edavies001,2016/6/1 16:18,2016/6/1 16:19,out_office,1,1,fixed-prox
dcoginian001,2016/6/1 16:18,2016/6/1 17:32,in_office,2,6,fixed-prox
acalzas001,2016/6/1 16:18,2016/6/1 17:10,in_office,2,2,fixed-prox
amorlun001,2016/6/1 16:18,2016/6/1 16:19,out_office,1,4,fixed-prox
ibaza001,2016/6/1 16:19,2016/6/1 16:20,out_office,1,1,fixed-prox
amorlun001,2016/6/1 16:19,2016/6/1 16:19,out_office,2,4,fixed-prox
amorlun001,2016/6/1 16:19,2016/6/1 16:19,out_office,2,1,fixed-prox
junger001,2016/6/1 16:19,2016/6/1 16:50,in_office,2,7,fixed-prox
edavies001,2016/6/1 16:19,2016/6/1 16:20,out_office,1,4,fixed-prox
amorlun001,2016/6/1 16:19,2016/6/1 16:19,out_office,2,7,fixed-prox
amorlun001,2016/6/1 16:19,2016/6/1 17:31,in_office,2,6,fixed-prox
edavies001,2016/6/1 16:20,2016/6/1 16:20,out_office,2,4,fixed-prox
edavies001,2016/6/1 16:20,2016/6/1 16:20,out_office,2,1,fixed-prox
lbergen001,2016/6/1 16:20,2016/6/1 17:05,in_office,2,7,fixed-prox
edavies001,2016/6/1 16:20,2016/6/1 17:23,in_office,2,6,fixed-prox
ibaza001,2016/6/1 16:20,2016/6/1 16:21,out_office,1,4,fixed-prox
ebello001,2016/6/1 16:21,2016/6/1 16:22,out_office,1,1,fixed-prox
agerard001,2016/6/1 16:21,2016/6/1 17:36,in_office,1,1,fixed-prox
cwhaley001,2016/6/1 16:21,2016/6/1 16:22,out_office,1,1,fixed-prox
yfinney001,2016/6/1 16:21,2016/6/1 17:11,in_office,2,2,fixed-prox
wreynoso001,2016/6/1 16:21,2016/6/1 17:08,in_office,2,2,fixed-prox
bmullen001,2016/6/1 16:21,2016/6/1 16:40,in_office,2,6,fixed-prox
ibaza001,2016/6/1 16:21,2016/6/1 16:21,out_office,2,4,fixed-prox
ibaza001,2016/6/1 16:21,2016/6/1 16:21,out_office,2,1,fixed-prox
ibaza001,2016/6/1 16:21,2016/6/1 17:21,in_office,2,7,fixed-prox
tquiroz001,2016/6/1 16:22,2016/6/1 16:23,out_office,1,1,fixed-prox
avico001,2016/6/1 16:22,2016/6/1 17:06,in_office,2,2,fixed-prox
malinai001,2016/6/1 16:22,2016/6/1 16:56,out_office,2,2,fixed-prox
korilla001,2016/6/1 16:22,2016/6/1 17:08,in_office,2,6,fixed-prox
ebello001,2016/6/1 16:22,2016/6/1 16:23,out_office,1,4,fixed-prox
cwhaley001,2016/6/1 16:22,2016/6/1 16:23,out_office,1,4,fixed-prox
lbagani001,2016/6/1 16:23,2016/6/1 16:24,out_office,1,1,fixed-prox
rfaralso001,2016/6/1 16:23,2016/6/1 16:23,out_office,2,6,fixed-prox
cwhaley001,2016/6/1 16:23,2016/6/1 16:23,out_office,2,4,fixed-prox
ebello001,2016/6/1 16:23,2016/6/1 16:23,out_office,2,4,fixed-prox
cwhaley001,2016/6/1 16:23,2016/6/1 18:05,in_office,2,1,fixed-prox
ebello001,2016/6/1 16:23,2016/6/1 16:23,out_office,2,1,fixed-prox
tquiroz001,2016/6/1 16:23,2016/6/1 16:24,out_office,1,4,fixed-prox
ebello001,2016/6/1 16:23,2016/6/1 17:28,in_office,2,7,fixed-prox
rfaralso001,2016/6/1 16:23,2016/6/1 16:59,out_office,2,7,fixed-prox
tquiroz001,2016/6/1 16:24,2016/6/1 16:24,out_office,2,4,fixed-prox
tquiroz001,2016/6/1 16:24,2016/6/1 18:09,out_office,2,1,fixed-prox
nbasham001,2016/6/1 16:24,2016/6/1 16:49,in_office,2,7,fixed-prox
lbagani001,2016/6/1 16:24,2016/6/1 16:25,out_office,1,4,fixed-prox
tbattles001,2016/6/1 16:25,2016/6/1 16:54,in_office,2,2,fixed-prox
lbagani001,2016/6/1 16:25,2016/6/1 16:25,out_office,2,4,fixed-prox
lbagani001,2016/6/1 16:25,2016/6/1 16:25,out_office,2,1,fixed-prox
lbagani001,2016/6/1 16:25,2016/6/1 17:30,in_office,2,7,fixed-prox
tsong001,2016/6/1 16:28,2016/6/1 17:25,in_office,1,1,fixed-prox
bmullen001,2016/6/1 16:40,2016/6/1 16:40,out_office,2,1,fixed-prox
bmullen001,2016/6/1 16:40,2016/6/1 16:41,out_office,2,4,fixed-prox
ssinagra001,2016/6/1 16:41,2016/6/1 16:41,out_office,2,1,fixed-prox
bmullen001,2016/6/1 16:41,2016/6/1 16:41,out_office,1,4,fixed-prox
bmullen001,2016/6/1 16:41,2016/6/2 7:38,out_office,1,1,fixed-prox
ssinagra001,2016/6/1 16:41,2016/6/1 16:42,out_office,2,4,fixed-prox
ckinney001,2016/6/1 16:41,2016/6/1 16:41,out_office,2,1,fixed-prox
ckinney001,2016/6/1 16:41,2016/6/1 16:42,out_office,2,4,fixed-prox
ssinagra001,2016/6/1 16:42,2016/6/1 16:42,out_office,1,4,fixed-prox
ssinagra001,2016/6/1 16:42,2016/6/2 7:38,out_office,1,1,fixed-prox
sflecha001,2016/6/1 16:42,2016/6/1 16:43,out_office,2,1,fixed-prox
ckinney001,2016/6/1 16:42,2016/6/1 16:42,out_office,1,4,fixed-prox
ckinney001,2016/6/1 16:42,2016/6/2 7:33,out_office,1,1,fixed-prox
cwhelan001,2016/6/1 16:43,2016/6/1 16:44,out_office,2,1,fixed-prox
sflecha001,2016/6/1 16:43,2016/6/1 16:44,out_office,2,4,fixed-prox
zcoronado001,2016/6/1 16:43,2016/6/1 16:44,out_office,2,1,fixed-prox
sflecha001,2016/6/1 16:44,2016/6/1 16:44,out_office,1,4,fixed-prox
sflecha001,2016/6/1 16:44,2016/6/2 7:33,out_office,1,1,fixed-prox
zcoronado001,2016/6/1 16:44,2016/6/1 16:45,out_office,2,4,fixed-prox
cwhelan001,2016/6/1 16:44,2016/6/1 16:45,out_office,2,4,fixed-prox
bridenour001,2016/6/1 16:44,2016/6/1 16:45,out_office,2,4,fixed-prox
bridenour001,2016/6/1 16:45,2016/6/1 16:45,out_office,1,4,fixed-prox
cwhelan001,2016/6/1 16:45,2016/6/1 16:45,out_office,1,4,fixed-prox
zcoronado001,2016/6/1 16:45,2016/6/1 16:45,out_office,1,4,fixed-prox
bridenour001,2016/6/1 16:45,2016/6/2 7:18,out_office,1,1,fixed-prox
cwhelan001,2016/6/1 16:45,2016/6/2 7:37,out_office,1,1,fixed-prox
zcoronado001,2016/6/1 16:45,2016/6/2 7:34,out_office,1,1,fixed-prox
knielson001,2016/6/1 16:46,2016/6/1 16:46,out_office,2,4,fixed-prox
iborrasca001,2016/6/1 16:46,2016/6/1 16:47,out_office,2,1,fixed-prox
knielson001,2016/6/1 16:46,2016/6/1 16:46,out_office,1,4,fixed-prox
knielson001,2016/6/1 16:46,2016/6/2 7:42,out_office,1,1,fixed-prox
iovan001,2016/6/1 16:47,2016/6/1 16:48,out_office,2,1,fixed-prox
iborrasca001,2016/6/1 16:47,2016/6/1 16:47,out_office,2,4,fixed-prox
iborrasca001,2016/6/1 16:47,2016/6/1 16:47,out_office,1,4,fixed-prox
iborrasca001,2016/6/1 16:47,2016/6/2 7:15,out_office,1,1,fixed-prox
iovan001,2016/6/1 16:48,2016/6/1 16:48,out_office,2,4,fixed-prox
iovan001,2016/6/1 16:48,2016/6/1 16:49,out_office,1,4,fixed-prox
iovan001,2016/6/1 16:49,2016/6/2 7:27,out_office,1,1,fixed-prox
nbasham001,2016/6/1 16:49,2016/6/1 16:50,out_office,2,1,fixed-prox
cmorluniau001,2016/6/1 16:49,2016/6/1 16:50,out_office,2,1,fixed-prox
cmorluniau001,2016/6/1 16:50,2016/6/1 16:51,out_office,2,4,fixed-prox
nbasham001,2016/6/1 16:50,2016/6/1 16:51,out_office,2,4,fixed-prox
junger001,2016/6/1 16:50,2016/6/1 16:51,out_office,2,1,fixed-prox
cmorluniau001,2016/6/1 16:51,2016/6/1 16:51,out_office,1,4,fixed-prox
nbasham001,2016/6/1 16:51,2016/6/1 16:51,out_office,1,4,fixed-prox
cmorluniau001,2016/6/1 16:51,2016/6/2 7:21,out_office,1,1,fixed-prox
nbasham001,2016/6/1 16:51,2016/6/2 7:41,out_office,1,1,fixed-prox
junger001,2016/6/1 16:51,2016/6/1 16:52,out_office,2,4,fixed-prox
junger001,2016/6/1 16:52,2016/6/1 16:52,out_office,1,4,fixed-prox
junger001,2016/6/1 16:52,2016/6/2 7:40,out_office,1,1,fixed-prox
sflorez001,2016/6/1 16:52,2016/6/1 16:53,out_office,2,1,fixed-prox
jsimonides001,2016/6/1 16:52,2016/6/1 16:53,out_office,2,1,fixed-prox
jsimonides001,2016/6/1 16:53,2016/6/1 16:54,out_office,2,4,fixed-prox
sflorez001,2016/6/1 16:53,2016/6/1 16:54,out_office,2,4,fixed-prox
sflorez001,2016/6/1 16:54,2016/6/1 16:54,out_office,1,4,fixed-prox
jsimonides001,2016/6/1 16:54,2016/6/1 16:54,out_office,1,4,fixed-prox
sflorez001,2016/6/1 16:54,2016/6/2 7:24,out_office,1,1,fixed-prox
jsimonides001,2016/6/1 16:54,2016/6/2 7:31,out_office,1,1,fixed-prox
tbattles001,2016/6/1 16:54,2016/6/1 16:55,out_office,2,1,fixed-prox
cshipp001,2016/6/1 16:54,2016/6/1 16:55,out_office,2,1,fixed-prox
mcassano001,2016/6/1 16:54,2016/6/1 16:55,out_office,2,1,fixed-prox
ncalixto001,2016/6/1 16:55,2016/6/1 16:56,out_office,2,1,fixed-prox
jholly001,2016/6/1 16:55,2016/6/1 16:56,out_office,2,1,fixed-prox
cshipp001,2016/6/1 16:55,2016/6/1 16:55,out_office,2,4,fixed-prox
mcassano001,2016/6/1 16:55,2016/6/1 16:55,out_office,2,4,fixed-prox
tbattles001,2016/6/1 16:55,2016/6/1 16:55,out_office,2,4,fixed-prox
vhatchett001,2016/6/1 16:55,2016/6/1 16:55,out_office,2,4,fixed-prox
bfrente001,2016/6/1 16:55,2016/6/1 16:55,out_office,2,4,fixed-prox
gcazar001,2016/6/1 16:55,2016/6/1 16:56,out_office,2,1,fixed-prox
tbattles001,2016/6/1 16:55,2016/6/1 16:55,out_office,1,4,fixed-prox
vhatchett001,2016/6/1 16:55,2016/6/1 16:55,out_office,1,4,fixed-prox
bfrente001,2016/6/1 16:55,2016/6/1 16:55,out_office,1,4,fixed-prox
cshipp001,2016/6/1 16:55,2016/6/1 16:55,out_office,1,4,fixed-prox
mcassano001,2016/6/1 16:55,2016/6/1 16:55,out_office,1,4,fixed-prox
cshipp001,2016/6/1 16:55,2016/6/2 7:36,out_office,1,1,fixed-prox
bfrente001,2016/6/1 16:55,2016/6/2 7:40,out_office,1,1,fixed-prox
mcassano001,2016/6/1 16:55,2016/6/2 7:15,out_office,1,1,fixed-prox
tbattles001,2016/6/1 16:55,2016/6/2 7:44,out_office,1,1,fixed-prox
vhatchett001,2016/6/1 16:55,2016/6/2 7:33,out_office,1,1,fixed-prox
malinai001,2016/6/1 16:56,2016/6/1 16:56,out_office,2,1,fixed-prox
jholly001,2016/6/1 16:56,2016/6/1 16:56,out_office,2,4,fixed-prox
gcazar001,2016/6/1 16:56,2016/6/1 16:56,out_office,2,4,fixed-prox
ncalixto001,2016/6/1 16:56,2016/6/1 16:56,out_office,2,4,fixed-prox
malinai001,2016/6/1 16:56,2016/6/1 16:56,out_office,2,4,fixed-prox
ncalixto001,2016/6/1 16:56,2016/6/1 16:56,out_office,1,4,fixed-prox
malinai001,2016/6/1 16:56,2016/6/1 16:56,out_office,1,4,fixed-prox
jholly001,2016/6/1 16:56,2016/6/1 16:56,out_office,1,4,fixed-prox
gcazar001,2016/6/1 16:56,2016/6/1 16:56,out_office,1,4,fixed-prox
malinai001,2016/6/1 16:56,2016/6/2 7:17,out_office,1,1,fixed-prox
jholly001,2016/6/1 16:56,2016/6/2 7:58,out_office,1,1,fixed-prox
ncalixto001,2016/6/1 16:56,2016/6/2 7:34,out_office,1,1,fixed-prox
gcazar001,2016/6/1 16:56,2016/6/2 7:44,out_office,1,1,fixed-prox
thagan001,2016/6/1 16:58,2016/6/1 16:59,out_office,2,1,fixed-prox
thagan001,2016/6/1 16:59,2016/6/1 17:00,out_office,2,4,fixed-prox
rfaralso001,2016/6/1 16:59,2016/6/1 17:00,out_office,2,1,fixed-prox
thagan001,2016/6/1 17:00,2016/6/1 17:00,out_office,1,4,fixed-prox
hcocinaro001,2016/6/1 17:00,2016/6/1 17:00,out_office,2,7,fixed-prox
anardi001,2016/6/1 17:00,2016/6/1 17:00,out_office,2,7,fixed-prox
thagan001,2016/6/1 17:00,2016/6/2 7:16,out_office,1,1,fixed-prox
mbramar001,2016/6/1 17:00,2016/6/1 17:01,out_office,3,1,fixed-prox
gflorez003,2016/6/1 17:00,2016/6/1 17:01,out_office,3,1,fixed-prox
rmieshaber001,2016/6/1 17:00,2016/6/1 17:00,out_office,2,1,fixed-prox
lcarrara001,2016/6/1 17:00,2016/6/1 17:00,out_office,3,6,fixed-prox
llagos001,2016/6/1 17:00,2016/6/1 17:00,out_office,3,6,fixed-prox
hblue001,2016/6/1 17:00,2016/6/1 17:01,out_office,3,1,fixed-prox
bovan001,2016/6/1 17:00,2016/6/1 17:01,out_office,3,1,fixed-prox
llagos001,2016/6/1 17:00,2016/6/1 17:02,out_office,3,1,fixed-prox
lcarrara001,2016/6/1 17:00,2016/6/1 17:01,out_office,3,1,fixed-prox
rpantanal001,2016/6/1 17:00,2016/6/1 17:01,out_office,3,1,fixed-prox
wvasco001,2016/6/1 17:00,2016/6/1 17:01,out_office,3,1,fixed-prox
anardi001,2016/6/1 17:00,2016/6/1 17:01,out_office,2,1,fixed-prox
hcocinaro001,2016/6/1 17:00,2016/6/1 17:01,out_office,2,1,fixed-prox
rfaralso001,2016/6/1 17:00,2016/6/1 17:01,out_office,2,4,fixed-prox
rmieshaber001,2016/6/1 17:00,2016/6/1 17:01,out_office,2,4,fixed-prox
jnespola001,2016/6/1 17:01,2016/6/1 17:01,out_office,2,7,fixed-prox
rmieshaber001,2016/6/1 17:01,2016/6/1 17:01,out_office,1,4,fixed-prox
rfaralso001,2016/6/1 17:01,2016/6/1 17:01,out_office,1,4,fixed-prox
rmieshaber001,2016/6/1 17:01,2016/6/2 8:01,out_office,1,1,fixed-prox
rfaralso001,2016/6/1 17:01,2016/6/2 7:39,out_office,1,1,fixed-prox
jnespola001,2016/6/1 17:01,2016/6/1 17:03,out_office,2,1,fixed-prox
wvasco001,2016/6/1 17:01,2016/6/1 17:02,out_office,3,4,fixed-prox
tseifert001,2016/6/1 17:01,2016/6/1 17:02,out_office,3,4,fixed-prox
gflorez003,2016/6/1 17:01,2016/6/1 17:02,out_office,3,4,fixed-prox
lcarrara001,2016/6/1 17:01,2016/6/1 17:02,out_office,3,4,fixed-prox
rpantanal001,2016/6/1 17:01,2016/6/1 17:02,out_office,3,4,fixed-prox
bovan001,2016/6/1 17:01,2016/6/1 17:02,out_office,3,4,fixed-prox
hblue001,2016/6/1 17:01,2016/6/1 17:02,out_office,3,4,fixed-prox
mbramar001,2016/6/1 17:01,2016/6/1 17:02,out_office,3,4,fixed-prox
hcocinaro001,2016/6/1 17:01,2016/6/1 17:02,out_office,2,4,fixed-prox
anardi001,2016/6/1 17:01,2016/6/1 17:02,out_office,2,4,fixed-prox
bhawelon001,2016/6/1 17:01,2016/6/1 17:03,out_office,2,1,fixed-prox
kherrero001,2016/6/1 17:02,2016/6/1 17:02,out_office,2,7,fixed-prox
jcastellanos001,2016/6/1 17:02,2016/6/1 17:02,out_office,2,7,fixed-prox
tseifert001,2016/6/1 17:02,2016/6/1 17:02,out_office,2,4,fixed-prox
rpantanal001,2016/6/1 17:02,2016/6/1 17:02,out_office,2,4,fixed-prox
lcarrara001,2016/6/1 17:02,2016/6/1 17:02,out_office,2,4,fixed-prox
hblue001,2016/6/1 17:02,2016/6/1 17:02,out_office,2,4,fixed-prox
gflorez003,2016/6/1 17:02,2016/6/1 17:02,out_office,2,4,fixed-prox
bovan001,2016/6/1 17:02,2016/6/1 17:02,out_office,2,4,fixed-prox
wvasco001,2016/6/1 17:02,2016/6/1 17:02,out_office,2,4,fixed-prox
mbramar001,2016/6/1 17:02,2016/6/1 17:02,out_office,2,4,fixed-prox
anardi001,2016/6/1 17:02,2016/6/1 17:02,out_office,1,4,fixed-prox
hcocinaro001,2016/6/1 17:02,2016/6/1 17:02,out_office,1,4,fixed-prox
hcocinaro001,2016/6/1 17:02,2016/6/2 7:59,out_office,1,1,fixed-prox
anardi001,2016/6/1 17:02,2016/6/2 7:50,out_office,1,1,fixed-prox
jcastellanos001,2016/6/1 17:02,2016/6/1 17:03,out_office,2,1,fixed-prox
kherrero001,2016/6/1 17:02,2016/6/1 17:03,out_office,2,1,fixed-prox
lcarrara001,2016/6/1 17:02,2016/6/1 17:02,out_office,1,4,fixed-prox
tseifert001,2016/6/1 17:02,2016/6/1 17:02,out_office,1,4,fixed-prox
rpantanal001,2016/6/1 17:02,2016/6/1 17:02,out_office,1,4,fixed-prox
bovan001,2016/6/1 17:02,2016/6/1 17:02,out_office,1,4,fixed-prox
wvasco001,2016/6/1 17:02,2016/6/1 17:02,out_office,1,4,fixed-prox
hblue001,2016/6/1 17:02,2016/6/1 17:02,out_office,1,4,fixed-prox
gflorez003,2016/6/1 17:02,2016/6/1 17:02,out_office,1,4,fixed-prox
mbramar001,2016/6/1 17:02,2016/6/1 17:02,out_office,1,4,fixed-prox
lcarrara001,2016/6/1 17:02,2016/6/2 7:28,out_office,1,1,fixed-prox
tseifert001,2016/6/1 17:02,2016/6/2 7:58,out_office,1,1,fixed-prox
bovan001,2016/6/1 17:02,2016/6/2 8:00,out_office,1,1,fixed-prox
gflorez003,2016/6/1 17:02,2016/6/13 23:59,out_office,1,1,fixed-prox
hblue001,2016/6/1 17:02,2016/6/2 8:00,out_office,1,1,fixed-prox
mbramar001,2016/6/1 17:02,2016/6/2 7:15,out_office,1,1,fixed-prox
wvasco001,2016/6/1 17:02,2016/6/2 7:00,out_office,1,1,fixed-prox
rpantanal001,2016/6/1 17:02,2016/6/2 8:18,out_office,1,1,fixed-prox
llagos001,2016/6/1 17:02,2016/6/1 17:03,out_office,3,4,fixed-prox
clais001,2016/6/1 17:02,2016/6/1 17:03,out_office,3,4,fixed-prox
lorosco001,2016/6/1 17:02,2016/6/1 17:03,out_office,3,4,fixed-prox
bhawelon001,2016/6/1 17:03,2016/6/1 17:03,out_office,2,4,fixed-prox
jnespola001,2016/6/1 17:03,2016/6/1 17:03,out_office,2,4,fixed-prox
jcastellanos001,2016/6/1 17:03,2016/6/1 17:03,out_office,2,4,fixed-prox
kherrero001,2016/6/1 17:03,2016/6/1 17:03,out_office,2,4,fixed-prox
pbeebe001,2016/6/1 17:03,2016/6/1 17:04,out_office,3,1,fixed-prox
apinckney001,2016/6/1 17:03,2016/6/1 17:04,in_office,2,1,fixed-prox
lorosco001,2016/6/1 17:03,2016/6/1 17:03,out_office,2,4,fixed-prox
clais001,2016/6/1 17:03,2016/6/1 17:03,out_office,2,4,fixed-prox
llagos001,2016/6/1 17:03,2016/6/1 17:03,out_office,2,4,fixed-prox
ahafon001,2016/6/1 17:03,2016/6/1 17:04,out_office,2,1,fixed-prox
jnespola001,2016/6/1 17:03,2016/6/1 17:03,out_office,1,4,fixed-prox
kherrero001,2016/6/1 17:03,2016/6/1 17:03,out_office,1,4,fixed-prox
jcastellanos001,2016/6/1 17:03,2016/6/1 17:03,out_office,1,4,fixed-prox
bhawelon001,2016/6/1 17:03,2016/6/1 17:03,out_office,1,4,fixed-prox
bhawelon001,2016/6/1 17:03,2016/6/2 7:41,out_office,1,1,fixed-prox
kherrero001,2016/6/1 17:03,2016/6/1 17:04,out_office,1,1,fixed-prox
jnespola001,2016/6/1 17:03,2016/6/2 7:49,out_office,1,1,fixed-prox
jcastellanos001,2016/6/1 17:03,2016/6/2 7:50,out_office,1,1,fixed-prox
lorosco001,2016/6/1 17:03,2016/6/1 17:04,out_office,1,4,fixed-prox
llagos001,2016/6/1 17:03,2016/6/1 17:04,out_office,1,4,fixed-prox
clais001,2016/6/1 17:03,2016/6/1 17:04,out_office,1,4,fixed-prox
vlagos001,2016/6/1 17:04,2016/6/2 7:31,out_office,1,1,fixed-prox
lorosco001,2016/6/1 17:04,2016/6/2 7:00,out_office,1,1,fixed-prox
clais001,2016/6/1 17:04,2016/6/2 7:54,out_office,1,1,fixed-prox
llagos001,2016/6/1 17:04,2016/6/2 7:50,out_office,1,1,fixed-prox
sfusil001,2016/6/1 17:04,2016/6/2 7:30,out_office,1,1,fixed-prox
kherrero001,2016/6/1 17:04,2016/6/1 17:04,out_office,2,7,fixed-prox
mvollan001,2016/6/1 17:04,2016/6/1 17:04,out_office,2,7,fixed-prox
mvollan001,2016/6/1 17:04,2016/6/1 17:05,out_office,2,1,fixed-prox
kherrero001,2016/6/1 17:04,2016/6/1 17:05,out_office,2,1,fixed-prox
apinckney001,2016/6/1 17:04,2016/6/1 17:05,out_office,2,4,fixed-prox
ahafon001,2016/6/1 17:04,2016/6/1 17:05,out_office,2,4,fixed-prox
fmata001,2016/6/1 17:04,2016/6/1 17:05,out_office,2,4,fixed-prox
chawelon001,2016/6/1 17:04,2016/6/1 17:05,out_office,2,1,fixed-prox
pbeebe001,2016/6/1 17:04,2016/6/1 17:05,out_office,3,4,fixed-prox
aribera001,2016/6/1 17:04,2016/6/1 17:05,out_office,3,4,fixed-prox
mshultz001,2016/6/1 17:05,2016/6/1 17:05,out_office,2,7,fixed-prox
tcarrara001,2016/6/1 17:05,2016/6/1 17:05,out_office,2,1,fixed-prox
fmata001,2016/6/1 17:05,2016/6/1 17:05,out_office,1,4,fixed-prox
