id,from,to, floor, zone
 dcoginian001,2016/5/31 17:29,2016/5/31 18:00,,
 morlunv001,2016/5/31 17:29,2016/5/31 18:03,,
 lbagani001,2016/5/31 17:30,2016/5/31 17:40,,
 eklinger001,2016/5/31 17:30,2016/5/31 17:31,,
 pratigan001,2016/5/31 17:30,2016/5/31 17:31,,
 acampo001,2016/5/31 17:31,2016/5/31 17:31,,
 pratigan001,2016/5/31 17:31,2016/5/31 17:31,,
 ibarranco001,2016/5/31 17:31,2016/5/31 17:31,,
 eklinger001,2016/5/31 17:31,2016/5/31 17:31,,
 ebello001,2016/5/31 17:31,2016/5/31 18:32,,
 pratigan001,2016/5/31 17:31,2016/5/31 17:32,,
 acampo001,2016/5/31 17:31,2016/5/31 17:32,,
 eklinger001,2016/5/31 17:31,2016/5/31 17:32,,
 ibarranco001,2016/5/31 17:31,2016/5/31 17:32,,
 acampo001,2016/5/31 17:32,2016/5/31 17:32,,
 ibarranco001,2016/5/31 17:32,2016/5/31 17:32,,
 pratigan001,2016/5/31 17:32,2016/5/31 17:32,,
 eklinger001,2016/5/31 17:32,2016/5/31 17:32,,
 pratigan001,2016/5/31 17:32,2016/6/1 7:33,,
 ibarranco001,2016/5/31 17:32,2016/6/1 7:00,,
 eklinger001,2016/5/31 17:32,2016/6/1 8:30,,
 acampo001,2016/5/31 17:32,2016/6/1 7:00,,
 agerard001,2016/5/31 17:32,2016/5/31 17:33,,
 agerard001,2016/5/31 17:33,2016/5/31 17:33,,
 agerard001,2016/5/31 17:33,2016/5/31 17:41,,
 ibaza001,2016/5/31 17:33,2016/5/31 18:35,,
 amorlun001,2016/5/31 17:34,2016/5/31 17:54,,
 tsong001,2016/5/31 17:35,2016/5/31 17:35,,
 tsong001,2016/5/31 17:35,2016/5/31 17:35,,
 tsong001,2016/5/31 17:35,2016/5/31 18:09,,
 fkirchner001,2016/5/31 17:36,2016/5/31 17:45,,
 iarlotti001,2016/5/31 17:37,2016/5/31 18:26,,
 sbagni001,2016/5/31 17:37,2016/5/31 18:34,,
 lbagani001,2016/5/31 17:40,2016/5/31 18:34,,
 agerard001,2016/5/31 17:41,2016/5/31 17:41,,
 agerard001,2016/5/31 17:41,2016/5/31 17:41,,
 agerard001,2016/5/31 17:41,2016/5/31 18:00,,
 llagos001,2016/5/31 17:45,2016/5/31 17:45,,
 fkirchner001,2016/5/31 17:45,2016/5/31 18:04,,
 llagos001,2016/5/31 17:45,2016/5/31 17:46,,
 llagos001,2016/5/31 17:46,2016/5/31 17:47,,
 llagos001,2016/5/31 17:47,2016/5/31 17:48,,
 llagos001,2016/5/31 17:48,2016/5/31 17:48,,
 llagos001,2016/5/31 17:48,2016/6/1 7:40,,
 edavies001,2016/5/31 17:52,2016/5/31 18:00,,
 amorlun001,2016/5/31 17:54,2016/5/31 18:02,,
 cwhaley001,2016/5/31 17:55,2016/5/31 18:03,,
 eedward001,2016/5/31 17:55,2016/5/31 17:56,,
 eedward001,2016/5/31 17:56,2016/5/31 17:57,,
 eedward001,2016/5/31 17:57,2016/5/31 17:57,,
 eedward001,2016/5/31 17:57,2016/5/31 17:57,,
 eedward001,2016/5/31 17:57,2016/6/1 7:33,,
 jsanjorge001,2016/5/31 18:00,2016/5/31 18:01,,
 edavies001,2016/5/31 18:00,2016/5/31 18:26,,
 agerard001,2016/5/31 18:00,2016/5/31 18:01,,
 dcoginian001,2016/5/31 18:00,2016/5/31 18:14,,
 agerard001,2016/5/31 18:01,2016/5/31 18:01,,
 agerard001,2016/5/31 18:01,2016/5/31 18:01,,
 agerard001,2016/5/31 18:01,2016/5/31 18:01,,
 jsanjorge001,2016/5/31 18:01,2016/5/31 18:02,,
 agerard001,2016/5/31 18:01,2016/5/31 18:10,,
 tquiroz001,2016/5/31 18:02,2016/5/31 18:09,,
 amorlun001,2016/5/31 18:02,2016/5/31 18:32,,
 jsanjorge001,2016/5/31 18:02,2016/5/31 18:02,,
 jsanjorge001,2016/5/31 18:02,2016/5/31 18:02,,
 jsanjorge001,2016/5/31 18:02,2016/6/1 7:00,,
 cwhaley001,2016/5/31 18:03,2016/5/31 18:34,,
 morlunv001,2016/5/31 18:03,2016/5/31 18:11,,
 fkirchner001,2016/5/31 18:04,2016/5/31 18:13,,
 tquiroz001,2016/5/31 18:09,2016/5/31 18:28,,
 tsong001,2016/5/31 18:09,2016/5/31 18:10,,
 pbueno001,2016/5/31 18:10,2016/5/31 18:17,,
 tsong001,2016/5/31 18:10,2016/5/31 18:10,,
 tsong001,2016/5/31 18:10,2016/5/31 18:10,,
 agerard001,2016/5/31 18:10,2016/5/31 18:10,,
 tsong001,2016/5/31 18:10,2016/5/31 18:16,,
 agerard001,2016/5/31 18:10,2016/5/31 18:11,,
 morlunv001,2016/5/31 18:11,2016/5/31 18:31,,
 agerard001,2016/5/31 18:11,2016/5/31 18:11,,
 agerard001,2016/5/31 18:11,2016/5/31 18:11,,
 agerard001,2016/5/31 18:11,2016/5/31 18:34,,
 fkirchner001,2016/5/31 18:13,2016/5/31 18:25,,
 dcoginian001,2016/5/31 18:14,2016/5/31 18:31,,
 tsong001,2016/5/31 18:16,2016/5/31 18:16,,
 tsong001,2016/5/31 18:16,2016/5/31 18:17,,
 tsong001,2016/5/31 18:17,2016/5/31 18:17,,
 tsong001,2016/5/31 18:17,2016/5/31 18:32,,
 pbueno001,2016/5/31 18:17,2016/5/31 18:29,,
 fkirchner001,2016/5/31 18:25,2016/5/31 19:12,,
 iarlotti001,2016/5/31 18:26,2016/5/31 19:28,,
 edavies001,2016/5/31 18:26,2016/5/31 19:23,,
 tquiroz001,2016/5/31 18:28,2016/5/31 18:28,,
 tquiroz001,2016/5/31 18:28,2016/5/31 19:29,,
 pbueno001,2016/5/31 18:29,2016/5/31 19:29,,
 morlunv001,2016/5/31 18:31,2016/5/31 19:16,,
 dcoginian001,2016/5/31 18:31,2016/5/31 19:20,,
 ebello001,2016/5/31 18:32,2016/5/31 19:21,,
 tsong001,2016/5/31 18:32,2016/5/31 18:33,,
 amorlun001,2016/5/31 18:32,2016/5/31 19:31,,
 tsong001,2016/5/31 18:33,2016/5/31 18:33,,
 tsong001,2016/5/31 18:33,2016/5/31 19:21,,
 cwhaley001,2016/5/31 18:34,2016/5/31 18:34,,
 lbagani001,2016/5/31 18:34,2016/5/31 19:30,,
 sbagni001,2016/5/31 18:34,2016/5/31 19:22,,
 agerard001,2016/5/31 18:34,2016/5/31 18:35,,
 cwhaley001,2016/5/31 18:34,2016/5/31 19:30,,
 agerard001,2016/5/31 18:35,2016/5/31 18:35,,
 agerard001,2016/5/31 18:35,2016/5/31 19:27,,
 ibaza001,2016/5/31 18:35,2016/5/31 19:24,,
 fkirchner001,2016/5/31 19:12,2016/5/31 23:53,,
 morlunv001,2016/5/31 19:16,2016/5/31 19:55,,
 dcoginian001,2016/5/31 19:20,2016/5/31 19:50,,
 ebello001,2016/5/31 19:21,2016/5/31 20:01,,
 tsong001,2016/5/31 19:21,2016/5/31 19:22,,
 tsong001,2016/5/31 19:22,2016/5/31 19:22,,
 sbagni001,2016/5/31 19:22,2016/5/31 20:06,,
 tsong001,2016/5/31 19:22,2016/5/31 20:00,,
 edavies001,2016/5/31 19:23,2016/5/31 19:50,,
 ibaza001,2016/5/31 19:24,2016/5/31 19:48,,
 agerard001,2016/5/31 19:27,2016/5/31 19:28,,
 iarlotti001,2016/5/31 19:28,2016/5/31 20:15,,
 agerard001,2016/5/31 19:28,2016/5/31 19:28,,
 agerard001,2016/5/31 19:28,2016/5/31 19:47,,
 pbueno001,2016/5/31 19:29,2016/5/31 22:02,,
 tquiroz001,2016/5/31 19:29,2016/5/31 19:29,,
 tquiroz001,2016/5/31 19:29,2016/5/31 20:02,,
 cwhaley001,2016/5/31 19:30,2016/5/31 19:30,,
 cwhaley001,2016/5/31 19:30,2016/5/31 20:07,,
 lbagani001,2016/5/31 19:30,2016/5/31 20:15,,
 amorlun001,2016/5/31 19:31,2016/5/31 19:48,,
 agerard001,2016/5/31 19:47,2016/5/31 20:45,,
 ibaza001,2016/5/31 19:48,2016/5/31 19:49,,
 amorlun001,2016/5/31 19:48,2016/5/31 19:48,,
 amorlun001,2016/5/31 19:48,2016/5/31 19:49,,
 amorlun001,2016/5/31 19:49,2016/5/31 19:49,,
 ibaza001,2016/5/31 19:49,2016/5/31 19:49,,
 ibaza001,2016/5/31 19:49,2016/5/31 19:49,,
 amorlun001,2016/5/31 19:49,2016/5/31 19:49,,
 amorlun001,2016/5/31 19:49,2016/5/31 19:50,,
 ibaza001,2016/5/31 19:49,2016/5/31 19:50,,
 ibaza001,2016/5/31 19:50,2016/5/31 20:34,,
 amorlun001,2016/5/31 19:50,2016/5/31 20:34,,
 edavies001,2016/5/31 19:50,2016/5/31 20:59,,
 dcoginian001,2016/5/31 19:50,2016/5/31 20:45,,
 morlunv001,2016/5/31 19:55,2016/5/31 19:56,,
 morlunv001,2016/5/31 19:56,2016/5/31 19:57,,
 morlunv001,2016/5/31 19:57,2016/5/31 19:57,,
 morlunv001,2016/5/31 19:57,2016/5/31 19:57,,
 morlunv001,2016/5/31 19:57,2016/5/31 20:42,,
 tsong001,2016/5/31 20:00,2016/5/31 20:01,,
 tsong001,2016/5/31 20:01,2016/5/31 20:01,,
 tsong001,2016/5/31 20:01,2016/5/31 20:47,,
 ebello001,2016/5/31 20:01,2016/5/31 20:59,,
 tquiroz001,2016/5/31 20:02,2016/5/31 20:03,,
 tquiroz001,2016/5/31 20:03,2016/5/31 20:03,,
 tquiroz001,2016/5/31 20:03,2016/5/31 20:03,,
 tquiroz001,2016/5/31 20:03,2016/5/31 20:54,,
 sbagni001,2016/5/31 20:06,2016/5/31 20:07,,
 sbagni001,2016/5/31 20:07,2016/5/31 20:07,,
 cwhaley001,2016/5/31 20:07,2016/5/31 20:07,,
 cwhaley001,2016/5/31 20:07,2016/5/31 20:07,,
 sbagni001,2016/5/31 20:07,2016/5/31 20:07,,
 sbagni001,2016/5/31 20:07,2016/5/31 20:08,,
 cwhaley001,2016/5/31 20:07,2016/5/31 20:08,,
 sbagni001,2016/5/31 20:08,2016/5/31 21:07,,
 cwhaley001,2016/5/31 20:08,2016/5/31 21:11,,
 iarlotti001,2016/5/31 20:15,2016/5/31 21:22,,
 lbagani001,2016/5/31 20:15,2016/5/31 20:16,,
 lbagani001,2016/5/31 20:16,2016/5/31 20:16,,
 lbagani001,2016/5/31 20:16,2016/5/31 20:16,,
 lbagani001,2016/5/31 20:16,2016/5/31 20:17,,
 lbagani001,2016/5/31 20:17,2016/5/31 21:11,,
 amorlun001,2016/5/31 20:34,2016/5/31 20:34,,
 ibaza001,2016/5/31 20:34,2016/5/31 20:34,,
 ibaza001,2016/5/31 20:34,2016/5/31 20:34,,
 amorlun001,2016/5/31 20:34,2016/5/31 20:35,,
 ibaza001,2016/5/31 20:34,2016/5/31 20:34,,
 ibaza001,2016/5/31 20:34,2016/5/31 20:35,,
 amorlun001,2016/5/31 20:35,2016/5/31 20:35,,
 amorlun001,2016/5/31 20:35,2016/5/31 20:35,,
 amorlun001,2016/5/31 20:35,2016/5/31 20:35,,
 ibaza001,2016/5/31 20:35,2016/5/31 21:57,,
 amorlun001,2016/5/31 20:35,2016/5/31 21:55,,
 morlunv001,2016/5/31 20:42,2016/5/31 20:42,,
 morlunv001,2016/5/31 20:42,2016/5/31 20:42,,
 morlunv001,2016/5/31 20:42,2016/5/31 20:42,,
 morlunv001,2016/5/31 20:42,2016/5/31 20:43,,
 morlunv001,2016/5/31 20:43,2016/5/31 21:59,,
 agerard001,2016/5/31 20:45,2016/5/31 22:04,,
 dcoginian001,2016/5/31 20:45,2016/5/31 21:56,,
 tsong001,2016/5/31 20:47,2016/5/31 20:47,,
 tsong001,2016/5/31 20:47,2016/5/31 20:47,,
 tsong001,2016/5/31 20:47,2016/5/31 22:00,,
 tquiroz001,2016/5/31 20:54,2016/5/31 20:54,,
 tquiroz001,2016/5/31 20:54,2016/5/31 20:55,,
 tquiroz001,2016/5/31 20:55,2016/5/31 20:55,,
 tquiroz001,2016/5/31 20:55,2016/5/31 22:00,,
 edavies001,2016/5/31 20:59,2016/5/31 22:02,,
 ebello001,2016/5/31 20:59,2016/5/31 21:57,,
 sbagni001,2016/5/31 21:07,2016/5/31 21:07,,
 sbagni001,2016/5/31 21:07,2016/5/31 21:08,,
 sbagni001,2016/5/31 21:08,2016/5/31 21:08,,
 sbagni001,2016/5/31 21:08,2016/5/31 21:08,,
 sbagni001,2016/5/31 21:08,2016/5/31 21:58,,
 cwhaley001,2016/5/31 21:11,2016/5/31 21:11,,
 lbagani001,2016/5/31 21:11,2016/5/31 21:11,,
 lbagani001,2016/5/31 21:11,2016/5/31 21:12,,
 cwhaley001,2016/5/31 21:11,2016/5/31 21:12,,
 cwhaley001,2016/5/31 21:12,2016/5/31 21:12,,
 lbagani001,2016/5/31 21:12,2016/5/31 21:12,,
 lbagani001,2016/5/31 21:12,2016/5/31 21:12,,
 cwhaley001,2016/5/31 21:12,2016/5/31 21:58,,
 lbagani001,2016/5/31 21:12,2016/5/31 22:05,,
 iarlotti001,2016/5/31 21:22,2016/5/31 22:03,,
 amorlun001,2016/5/31 21:55,2016/5/31 22:48,,
 dcoginian001,2016/5/31 21:56,2016/5/31 22:55,,
 ebello001,2016/5/31 21:57,2016/5/31 22:59,,
 ibaza001,2016/5/31 21:57,2016/5/31 22:58,,
 cwhaley001,2016/5/31 21:58,2016/5/31 21:58,,
 sbagni001,2016/5/31 21:58,2016/5/31 22:52,,
 cwhaley001,2016/5/31 21:58,2016/5/31 22:50,,
 morlunv001,2016/5/31 21:59,2016/5/31 22:54,,
 tsong001,2016/5/31 22:00,2016/5/31 22:00,,
 tquiroz001,2016/5/31 22:00,2016/5/31 22:58,,
 tsong001,2016/5/31 22:00,2016/5/31 22:00,,
 tsong001,2016/5/31 22:00,2016/5/31 22:56,,
 pbueno001,2016/5/31 22:02,2016/5/31 23:04,,
 edavies001,2016/5/31 22:02,2016/5/31 23:02,,
 iarlotti001,2016/5/31 22:03,2016/5/31 22:56,,
 agerard001,2016/5/31 22:04,2016/5/31 22:04,,
 agerard001,2016/5/31 22:04,2016/5/31 22:04,,
 agerard001,2016/5/31 22:04,2016/5/31 23:03,,
 lbagani001,2016/5/31 22:05,2016/5/31 23:01,,
 amorlun001,2016/5/31 22:48,2016/5/31 22:49,,
 amorlun001,2016/5/31 22:49,2016/5/31 22:54,,
 cwhaley001,2016/5/31 22:50,2016/5/31 22:50,,
 cwhaley001,2016/5/31 22:50,2016/6/1 16:21,,
 sbagni001,2016/5/31 22:52,2016/5/31 22:52,,
 sbagni001,2016/5/31 22:52,2016/5/31 22:53,,
 sbagni001,2016/5/31 22:53,2016/5/31 23:49,,
 morlunv001,2016/5/31 22:54,2016/5/31 22:55,,
 amorlun001,2016/5/31 22:54,2016/5/31 23:51,,
 morlunv001,2016/5/31 22:55,2016/5/31 22:55,,
 dcoginian001,2016/5/31 22:55,2016/5/31 22:56,,
 morlunv001,2016/5/31 22:55,2016/5/31 23:51,,
 iarlotti001,2016/5/31 22:56,2016/5/31 22:56,,
 tsong001,2016/5/31 22:56,2016/5/31 22:57,,
 dcoginian001,2016/5/31 22:56,2016/5/31 22:56,,
 iarlotti001,2016/5/31 22:56,2016/5/31 22:57,,
 dcoginian001,2016/5/31 22:56,2016/5/31 23:59,,
 tsong001,2016/5/31 22:57,2016/5/31 22:57,,
 tsong001,2016/5/31 22:57,2016/5/31 22:57,,
 iarlotti001,2016/5/31 22:57,2016/5/31 23:51,,
 tsong001,2016/5/31 22:57,2016/5/31 22:58,,
 tquiroz001,2016/5/31 22:58,2016/5/31 23:56,,
 ibaza001,2016/5/31 22:58,2016/5/31 22:58,,
 tsong001,2016/5/31 22:58,2016/5/31 22:58,,
 tsong001,2016/5/31 22:58,2016/5/31 22:59,,
 ibaza001,2016/5/31 22:58,2016/5/31 22:59,,
 tsong001,2016/5/31 22:59,2016/5/31 22:59,,
 ebello001,2016/5/31 22:59,2016/5/31 22:59,,
 tsong001,2016/5/31 22:59,2016/5/31 22:59,,
 tsong001,2016/5/31 22:59,2016/6/1 16:28,,
 ebello001,2016/5/31 22:59,2016/5/31 23:00,,
 ibaza001,2016/5/31 22:59,2016/5/31 23:59,,
 ebello001,2016/5/31 23:00,2016/5/31 23:56,,
 lbagani001,2016/5/31 23:01,2016/5/31 23:01,,
 lbagani001,2016/5/31 23:01,2016/5/31 23:02,,
 edavies001,2016/5/31 23:02,2016/5/31 23:03,,
 lbagani001,2016/5/31 23:02,2016/5/31 23:42,,
 edavies001,2016/5/31 23:03,2016/5/31 23:03,,
 agerard001,2016/5/31 23:03,2016/5/31 23:04,,
 edavies001,2016/5/31 23:03,2016/5/31 23:59,,
 agerard001,2016/5/31 23:04,2016/5/31 23:04,,
 agerard001,2016/5/31 23:04,2016/5/31 23:04,,
 pbueno001,2016/5/31 23:04,2016/5/31 23:51,,
 agerard001,2016/5/31 23:04,2016/5/31 23:05,,
 agerard001,2016/5/31 23:05,2016/5/31 23:05,,
 agerard001,2016/5/31 23:05,2016/5/31 23:05,,
 agerard001,2016/5/31 23:05,2016/5/31 23:06,,
 agerard001,2016/5/31 23:06,2016/5/31 23:06,,
 agerard001,2016/5/31 23:06,2016/6/1 16:21,,
 lbagani001,2016/5/31 23:42,2016/5/31 23:42,,
 lbagani001,2016/5/31 23:42,2016/5/31 23:43,,
 lbagani001,2016/5/31 23:43,2016/5/31 23:43,,
 lbagani001,2016/5/31 23:43,2016/6/1 16:23,,
 sbagni001,2016/5/31 23:49,2016/5/31 23:50,,
 sbagni001,2016/5/31 23:50,2016/5/31 23:50,,
 sbagni001,2016/5/31 23:50,2016/5/31 23:50,,
 sbagni001,2016/5/31 23:50,2016/6/1 16:15,,
 iarlotti001,2016/5/31 23:51,2016/5/31 23:52,,
 pbueno001,2016/5/31 23:51,2016/5/31 23:51,,
 amorlun001,2016/5/31 23:51,2016/5/31 23:51,,
 amorlun001,2016/5/31 23:51,2016/5/31 23:52,,
 morlunv001,2016/5/31 23:51,2016/5/31 23:52,,
 pbueno001,2016/5/31 23:51,2016/5/31 23:51,,
 pbueno001,2016/5/31 23:51,2016/6/1 16:01,,
 morlunv001,2016/5/31 23:52,2016/5/31 23:52,,
 amorlun001,2016/5/31 23:52,2016/5/31 23:52,,
 iarlotti001,2016/5/31 23:52,2016/5/31 23:52,,
 iarlotti001,2016/5/31 23:52,2016/5/31 23:52,,
 morlunv001,2016/5/31 23:52,2016/5/31 23:52,,
 amorlun001,2016/5/31 23:52,2016/5/31 23:52,,
 morlunv001,2016/5/31 23:52,2016/6/1 16:10,,
 iarlotti001,2016/5/31 23:52,2016/6/1 16:07,,
 amorlun001,2016/5/31 23:52,2016/6/1 16:17,,
 fkirchner001,2016/5/31 23:53,2016/5/31 23:54,,
 fkirchner001,2016/5/31 23:54,2016/5/31 23:55,,
 fkirchner001,2016/5/31 23:55,2016/5/31 23:55,,
 fkirchner001,2016/5/31 23:55,2016/6/1 16:04,,
 tquiroz001,2016/5/31 23:56,2016/5/31 23:56,,
 ebello001,2016/5/31 23:56,2016/5/31 23:57,,
 tquiroz001,2016/5/31 23:56,2016/5/31 23:56,,
 tquiroz001,2016/5/31 23:56,2016/6/1 16:22,,
 ebello001,2016/5/31 23:57,2016/5/31 23:58,,
 ebello001,2016/5/31 23:58,2016/5/31 23:58,,
 ebello001,2016/5/31 23:58,2016/6/1 16:21,,
 ibaza001,2016/5/31 23:59,2016/6/1 16:19,,
 edavies001,2016/5/31 23:59,2016/5/31 23:59,,
 dcoginian001,2016/5/31 23:59,2016/5/31 23:59,,
 edavies001,2016/5/31 23:59,2016/6/1 16:18,,
 dcoginian001,2016/5/31 23:59,2016/6/1 16:16,,
 vawelon001,2016/6/1 0:01,2016/6/1 2:30,,
 earpa001,2016/6/1 0:29,2016/6/1 2:33,,
 vawelon001,2016/6/1 2:30,2016/6/1 3:16,,
 earpa001,2016/6/1 2:33,2016/6/1 3:19,,
 vawelon001,2016/6/1 3:16,2016/6/1 6:03,,
 earpa001,2016/6/1 3:19,2016/6/1 5:58,,
 earpa001,2016/6/1 5:58,2016/6/1 6:59,,
 vawelon001,2016/6/1 6:03,2016/6/1 7:00,,
 earpa001,2016/6/1 6:59,2016/6/2 0:13,,
 acampo001,2016/6/1 7:00,2016/6/1 7:00,,
 vawelon001,2016/6/1 7:00,2016/6/1 7:27,,
 jsanjorge001,2016/6/1 7:00,2016/6/1 7:00,,
 ibarranco001,2016/6/1 7:00,2016/6/1 7:00,,
 acampo001,2016/6/1 7:00,2016/6/1 7:01,,
 jsanjorge001,2016/6/1 7:00,2016/6/1 7:01,,
 ibarranco001,2016/6/1 7:00,2016/6/1 7:01,,
 acampo001,2016/6/1 7:01,2016/6/1 7:02,,
 ibarranco001,2016/6/1 7:01,2016/6/1 7:02,,
 jsanjorge001,2016/6/1 7:01,2016/6/1 7:02,,
 acampo001,2016/6/1 7:02,2016/6/1 7:02,,
 acampo001,2016/6/1 7:02,2016/6/1 10:12,,
 jsanjorge001,2016/6/1 7:02,2016/6/1 7:02,,
 ibarranco001,2016/6/1 7:02,2016/6/1 7:02,,
 ibarranco001,2016/6/1 7:02,2016/6/1 9:45,,
 jsanjorge001,2016/6/1 7:02,2016/6/1 7:02,,
 jsanjorge001,2016/6/1 7:02,2016/6/1 12:00,,
 bmullen001,2016/6/1 7:15,2016/6/1 7:15,,
 mbramar001,2016/6/1 7:15,2016/6/1 7:15,,
 bhawelon001,2016/6/1 7:15,2016/6/1 7:15,,
 mbramar001,2016/6/1 7:15,2016/6/1 7:16,,
 bhawelon001,2016/6/1 7:15,2016/6/1 7:16,,
 bmullen001,2016/6/1 7:15,2016/6/1 7:16,,
 eorilla001,2016/6/1 7:16,2016/6/1 7:18,,
 mbramar001,2016/6/1 7:16,2016/6/1 7:17,,
 bmullen001,2016/6/1 7:16,2016/6/1 7:16,,
 bhawelon001,2016/6/1 7:16,2016/6/1 7:16,,
 bmullen001,2016/6/1 7:16,2016/6/1 7:16,,
 bhawelon001,2016/6/1 7:16,2016/6/1 7:16,,
 bmullen001,2016/6/1 7:16,2016/6/1 8:47,,
 bhawelon001,2016/6/1 7:16,2016/6/1 8:54,,
 tcarrara001,2016/6/1 7:17,2016/6/1 7:18,,
 mbramar001,2016/6/1 7:17,2016/6/1 7:17,,
 mbramar001,2016/6/1 7:17,2016/6/1 7:17,,
 mbramar001,2016/6/1 7:17,2016/6/1 9:45,,
 korilla001,2016/6/1 7:18,2016/6/1 7:20,,
 sparrino001,2016/6/1 7:18,2016/6/1 7:20,,
 fbalas001,2016/6/1 7:18,2016/6/1 7:20,,
 avico001,2016/6/1 7:18,2016/6/1 7:20,,
 cshipp001,2016/6/1 7:18,2016/6/1 7:20,,
 tcarrara001,2016/6/1 7:18,2016/6/1 7:18,,
 eorilla001,2016/6/1 7:18,2016/6/1 7:18,,
 tcarrara001,2016/6/1 7:18,2016/6/1 7:18,,
 eorilla001,2016/6/1 7:18,2016/6/1 7:18,,
 eorilla001,2016/6/1 7:18,2016/6/1 7:19,,
 tcarrara001,2016/6/1 7:18,2016/6/1 7:19,,
 tcarrara001,2016/6/1 7:19,2016/6/1 8:59,,
 eorilla001,2016/6/1 7:19,2016/6/1 8:45,,
 korilla001,2016/6/1 7:20,2016/6/1 7:20,,
 sparrino001,2016/6/1 7:20,2016/6/1 7:20,,
 fbalas001,2016/6/1 7:20,2016/6/1 7:20,,
 avico001,2016/6/1 7:20,2016/6/1 7:20,,
 cshipp001,2016/6/1 7:20,2016/6/1 7:20,,
 fbalas001,2016/6/1 7:20,2016/6/1 7:20,,
 avico001,2016/6/1 7:20,2016/6/1 7:20,,
 cshipp001,2016/6/1 7:20,2016/6/1 7:20,,
 korilla001,2016/6/1 7:20,2016/6/1 7:20,,
 sparrino001,2016/6/1 7:20,2016/6/1 7:20,,
 cshipp001,2016/6/1 7:20,2016/6/1 7:21,,
 avico001,2016/6/1 7:20,2016/6/1 7:21,,
 sparrino001,2016/6/1 7:20,2016/6/1 9:59,,
 korilla001,2016/6/1 7:20,2016/6/1 7:21,,
 fbalas001,2016/6/1 7:20,2016/6/1 9:57,,
 vomalla001,2016/6/1 7:21,2016/6/1 7:22,,
 dscozzese001,2016/6/1 7:21,2016/6/1 8:54,,
 rparade001,2016/6/1 7:21,2016/6/1 8:56,,
 sflecha001,2016/6/1 7:21,2016/6/1 7:22,,
 avico001,2016/6/1 7:21,2016/6/1 8:59,,
 cshipp001,2016/6/1 7:21,2016/6/1 8:55,,
 korilla001,2016/6/1 7:21,2016/6/1 8:50,,
 hmies001,2016/6/1 7:22,2016/6/1 7:24,,
 lgrogan001,2016/6/1 7:22,2016/6/1 7:24,,
 vomalla001,2016/6/1 7:22,2016/6/1 7:23,,
 sflecha001,2016/6/1 7:22,2016/6/1 7:23,,
 cstaley001,2016/6/1 7:23,2016/6/1 9:00,,
 vomalla001,2016/6/1 7:23,2016/6/1 7:23,,
 sflecha001,2016/6/1 7:23,2016/6/1 7:23,,
 sflecha001,2016/6/1 7:23,2016/6/1 7:23,,
 vomalla001,2016/6/1 7:23,2016/6/1 9:51,,
 sflecha001,2016/6/1 7:23,2016/6/1 8:53,,
 monda001,2016/6/1 7:24,2016/6/1 7:25,,
 jsimonides001,2016/6/1 7:24,2016/6/1 7:25,,
 knielson001,2016/6/1 7:24,2016/6/1 7:25,,
 hmies001,2016/6/1 7:24,2016/6/1 7:24,,
 lgrogan001,2016/6/1 7:24,2016/6/1 7:24,,
 hmies001,2016/6/1 7:24,2016/6/1 7:24,,
 lgrogan001,2016/6/1 7:24,2016/6/1 7:24,,
 lgrogan001,2016/6/1 7:24,2016/6/1 9:52,,
 hmies001,2016/6/1 7:24,2016/6/1 7:25,,
 eminto001,2016/6/1 7:25,2016/6/1 7:26,,
 ahafon001,2016/6/1 7:25,2016/6/1 7:26,,
 hmies001,2016/6/1 7:25,2016/6/1 7:25,,
 hmies001,2016/6/1 7:25,2016/6/1 8:48,,
 monda001,2016/6/1 7:25,2016/6/1 7:26,,
 knielson001,2016/6/1 7:25,2016/6/1 7:26,,
 jsimonides001,2016/6/1 7:25,2016/6/1 7:26,,
 iborrasca001,2016/6/1 7:26,2016/6/1 7:27,,
 monda001,2016/6/1 7:26,2016/6/1 7:26,,
 knielson001,2016/6/1 7:26,2016/6/1 7:26,,
 jsimonides001,2016/6/1 7:26,2016/6/1 7:26,,
 jsimonides001,2016/6/1 7:26,2016/6/1 7:26,,
 knielson001,2016/6/1 7:26,2016/6/1 10:09,,
 monda001,2016/6/1 7:26,2016/6/1 7:26,,
 eminto001,2016/6/1 7:26,2016/6/1 7:27,,
 ahafon001,2016/6/1 7:26,2016/6/1 7:27,,
 jsimonides001,2016/6/1 7:26,2016/6/1 9:05,,
 monda001,2016/6/1 7:26,2016/6/1 8:53,,
 lbergen001,2016/6/1 7:27,2016/6/1 7:28,,
 yfinney001,2016/6/1 7:27,2016/6/1 7:28,,
 thagan001,2016/6/1 7:27,2016/6/1 7:28,,
 iovan001,2016/6/1 7:27,2016/6/1 7:28,,
 ahafon001,2016/6/1 7:27,2016/6/1 7:27,,
 eminto001,2016/6/1 7:27,2016/6/1 7:27,,
 ahafon001,2016/6/1 7:27,2016/6/1 7:27,,
 eminto001,2016/6/1 7:27,2016/6/1 7:27,,
 ahafon001,2016/6/1 7:27,2016/6/1 9:04,,
 eminto001,2016/6/1 7:27,2016/6/1 9:03,,
 iborrasca001,2016/6/1 7:27,2016/6/1 7:28,,
 vawelon001,2016/6/1 7:27,2016/6/1 7:28,,
 gcazar001,2016/6/1 7:28,2016/6/1 7:29,,
 lalcazar001,2016/6/1 7:28,2016/6/1 7:29,,
